Time,Sex,AgeGrpStart,mx,,,
1980,Male,0,0.13817,,,
1980,Male,1,0.04361,,,
1980,Male,2,0.02855,,,
1980,Male,3,0.01973,,,
1980,Male,4,0.01394,,,
1980,Male,5,0.01031,,,
1980,Male,6,0.00797,,,
1980,Male,7,0.00636,,,
1980,Male,8,0.00528,,,
1980,Male,9,0.00456,,,
1980,Male,10,0.00408,,,
1980,Male,11,0.00376,,,
1980,Male,12,0.00364,,,
1980,Male,13,0.00364,,,
1980,Male,14,0.00376,,,
1980,Male,15,0.00398,,,
1980,Male,16,0.00431,,,
1980,Male,17,0.00472,,,
1980,Male,18,0.00519,,,
1980,Male,19,0.00576,,,
1980,Male,20,0.00633,,,
1980,Male,21,0.00681,,,
1980,Male,22,0.00715,,,
1980,Male,23,0.00735,,,
1980,Male,24,0.00746,,,
1980,Male,25,0.00748,,,
1980,Male,26,0.00749,,,
1980,Male,27,0.00750,,,
1980,Male,28,0.00756,,,
1980,Male,29,0.00766,,,
1980,Male,30,0.00781,,,
1980,Male,31,0.00795,,,
1980,Male,32,0.00817,,,
1980,Male,33,0.00837,,,
1980,Male,34,0.00857,,,
1980,Male,35,0.00881,,,
1980,Male,36,0.00906,,,
1980,Male,37,0.00934,,,
1980,Male,38,0.00969,,,
1980,Male,39,0.01006,,,
1980,Male,40,0.01051,,,
1980,Male,41,0.01089,,,
1980,Male,42,0.01137,,,
1980,Male,43,0.01176,,,
1980,Male,44,0.01219,,,
1980,Male,45,0.01266,,,
1980,Male,46,0.01311,,,
1980,Male,47,0.01369,,,
1980,Male,48,0.01438,,,
1980,Male,49,0.01514,,,
1980,Male,50,0.01604,,,
1980,Male,51,0.01685,,,
1980,Male,52,0.01786,,,
1980,Male,53,0.01877,,,
1980,Male,54,0.01975,,,
1980,Male,55,0.02077,,,
1980,Male,56,0.02192,,,
1980,Male,57,0.02320,,,
1980,Male,58,0.02478,,,
1980,Male,59,0.02656,,,
1980,Male,60,0.02873,,,
1980,Male,61,0.03082,,,
1980,Male,62,0.03340,,,
1980,Male,63,0.03600,,,
1980,Male,64,0.03879,,,
1980,Male,65,0.04184,,,
1980,Male,66,0.04505,,,
1980,Male,67,0.04879,,,
1980,Male,68,0.05308,,,
1980,Male,69,0.05780,,,
1980,Male,70,0.06352,,,
1980,Male,71,0.06888,,,
1980,Male,72,0.07551,,,
1980,Male,73,0.08214,,,
1980,Male,74,0.08934,,,
1980,Male,75,0.09708,,,
1980,Male,76,0.10524,,,
1980,Male,77,0.11408,,,
1980,Male,78,0.12411,,,
1980,Male,79,0.13453,,,
1980,Male,80,0.14650,,,
1980,Male,81,0.15826,,,
1980,Male,82,0.17268,,,
1980,Male,83,0.18710,,,
1980,Male,84,0.20293,,,
1980,Male,85,0.21852,,,
1980,Male,86,0.23549,,,
1980,Male,87,0.25309,,,
1980,Male,88,0.27185,,,
1980,Male,89,0.29055,,,
1980,Male,90,0.31131,,,
1980,Male,91,0.32927,,,
1980,Male,92,0.35079,,,
1980,Male,93,0.37157,,,
1980,Male,94,0.39344,,,
1980,Male,95,0.41353,,,
1980,Male,96,0.43524,,,
1980,Male,97,0.45774,,,
1980,Male,98,0.48151,,,
1980,Male,99,0.51041,,,
1980,Male,100,0.56196,,,
1981,Male,0,0.13624,,,
1981,Male,1,0.04281,,,
1981,Male,2,0.02800,,,
1981,Male,3,0.01938,,,
1981,Male,4,0.01373,,,
1981,Male,5,0.01017,,,
1981,Male,6,0.00788,,,
1981,Male,7,0.00629,,,
1981,Male,8,0.00523,,,
1981,Male,9,0.00451,,,
1981,Male,10,0.00404,,,
1981,Male,11,0.00372,,,
1981,Male,12,0.00360,,,
1981,Male,13,0.00360,,,
1981,Male,14,0.00372,,,
1981,Male,15,0.00392,,,
1981,Male,16,0.00424,,,
1981,Male,17,0.00464,,,
1981,Male,18,0.00511,,,
1981,Male,19,0.00566,,,
1981,Male,20,0.00622,,,
1981,Male,21,0.00670,,,
1981,Male,22,0.00704,,,
1981,Male,23,0.00722,,,
1981,Male,24,0.00732,,,
1981,Male,25,0.00734,,,
1981,Male,26,0.00735,,,
1981,Male,27,0.00737,,,
1981,Male,28,0.00743,,,
1981,Male,29,0.00753,,,
1981,Male,30,0.00769,,,
1981,Male,31,0.00783,,,
1981,Male,32,0.00804,,,
1981,Male,33,0.00824,,,
1981,Male,34,0.00844,,,
1981,Male,35,0.00868,,,
1981,Male,36,0.00893,,,
1981,Male,37,0.00921,,,
1981,Male,38,0.00956,,,
1981,Male,39,0.00993,,,
1981,Male,40,0.01038,,,
1981,Male,41,0.01076,,,
1981,Male,42,0.01125,,,
1981,Male,43,0.01164,,,
1981,Male,44,0.01207,,,
1981,Male,45,0.01254,,,
1981,Male,46,0.01299,,,
1981,Male,47,0.01356,,,
1981,Male,48,0.01426,,,
1981,Male,49,0.01502,,,
1981,Male,50,0.01592,,,
1981,Male,51,0.01673,,,
1981,Male,52,0.01773,,,
1981,Male,53,0.01865,,,
1981,Male,54,0.01962,,,
1981,Male,55,0.02064,,,
1981,Male,56,0.02179,,,
1981,Male,57,0.02306,,,
1981,Male,58,0.02465,,,
1981,Male,59,0.02642,,,
1981,Male,60,0.02858,,,
1981,Male,61,0.03067,,,
1981,Male,62,0.03323,,,
1981,Male,63,0.03583,,,
1981,Male,64,0.03861,,,
1981,Male,65,0.04165,,,
1981,Male,66,0.04481,,,
1981,Male,67,0.04848,,,
1981,Male,68,0.05274,,,
1981,Male,69,0.05746,,,
1981,Male,70,0.06316,,,
1981,Male,71,0.06849,,,
1981,Male,72,0.07508,,,
1981,Male,73,0.08168,,,
1981,Male,74,0.08885,,,
1981,Male,75,0.09657,,,
1981,Male,76,0.10469,,,
1981,Male,77,0.11351,,,
1981,Male,78,0.12353,,,
1981,Male,79,0.13393,,,
1981,Male,80,0.14584,,,
1981,Male,81,0.15751,,,
1981,Male,82,0.17182,,,
1981,Male,83,0.18611,,,
1981,Male,84,0.20182,,,
1981,Male,85,0.21740,,,
1981,Male,86,0.23433,,,
1981,Male,87,0.25189,,,
1981,Male,88,0.27073,,,
1981,Male,89,0.28939,,,
1981,Male,90,0.30984,,,
1981,Male,91,0.32733,,,
1981,Male,92,0.34861,,,
1981,Male,93,0.36932,,,
1981,Male,94,0.39116,,,
1981,Male,95,0.41113,,,
1981,Male,96,0.43223,,,
1981,Male,97,0.45454,,,
1981,Male,98,0.47774,,,
1981,Male,99,0.50585,,,
1981,Male,100,0.56023,,,
1982,Male,0,0.13406,,,
1982,Male,1,0.04172,,,
1982,Male,2,0.02740,,,
1982,Male,3,0.01903,,,
1982,Male,4,0.01353,,,
1982,Male,5,0.01005,,,
1982,Male,6,0.00780,,,
1982,Male,7,0.00624,,,
1982,Male,8,0.00519,,,
1982,Male,9,0.00448,,,
1982,Male,10,0.00400,,,
1982,Male,11,0.00369,,,
1982,Male,12,0.00357,,,
1982,Male,13,0.00357,,,
1982,Male,14,0.00369,,,
1982,Male,15,0.00391,,,
1982,Male,16,0.00424,,,
1982,Male,17,0.00465,,,
1982,Male,18,0.00512,,,
1982,Male,19,0.00569,,,
1982,Male,20,0.00626,,,
1982,Male,21,0.00674,,,
1982,Male,22,0.00709,,,
1982,Male,23,0.00728,,,
1982,Male,24,0.00737,,,
1982,Male,25,0.00739,,,
1982,Male,26,0.00740,,,
1982,Male,27,0.00742,,,
1982,Male,28,0.00748,,,
1982,Male,29,0.00757,,,
1982,Male,30,0.00773,,,
1982,Male,31,0.00787,,,
1982,Male,32,0.00809,,,
1982,Male,33,0.00827,,,
1982,Male,34,0.00847,,,
1982,Male,35,0.00871,,,
1982,Male,36,0.00895,,,
1982,Male,37,0.00923,,,
1982,Male,38,0.00957,,,
1982,Male,39,0.00994,,,
1982,Male,40,0.01039,,,
1982,Male,41,0.01077,,,
1982,Male,42,0.01125,,,
1982,Male,43,0.01165,,,
1982,Male,44,0.01209,,,
1982,Male,45,0.01256,,,
1982,Male,46,0.01302,,,
1982,Male,47,0.01358,,,
1982,Male,48,0.01428,,,
1982,Male,49,0.01503,,,
1982,Male,50,0.01594,,,
1982,Male,51,0.01675,,,
1982,Male,52,0.01776,,,
1982,Male,53,0.01867,,,
1982,Male,54,0.01965,,,
1982,Male,55,0.02066,,,
1982,Male,56,0.02181,,,
1982,Male,57,0.02309,,,
1982,Male,58,0.02467,,,
1982,Male,59,0.02644,,,
1982,Male,60,0.02860,,,
1982,Male,61,0.03068,,,
1982,Male,62,0.03324,,,
1982,Male,63,0.03583,,,
1982,Male,64,0.03860,,,
1982,Male,65,0.04164,,,
1982,Male,66,0.04483,,,
1982,Male,67,0.04849,,,
1982,Male,68,0.05269,,,
1982,Male,69,0.05739,,,
1982,Male,70,0.06310,,,
1982,Male,71,0.06844,,,
1982,Male,72,0.07502,,,
1982,Male,73,0.08160,,,
1982,Male,74,0.08875,,,
1982,Male,75,0.09645,,,
1982,Male,76,0.10456,,,
1982,Male,77,0.11337,,,
1982,Male,78,0.12339,,,
1982,Male,79,0.13381,,,
1982,Male,80,0.14573,,,
1982,Male,81,0.15736,,,
1982,Male,82,0.17156,,,
1982,Male,83,0.18574,,,
1982,Male,84,0.20131,,,
1982,Male,85,0.21677,,,
1982,Male,86,0.23368,,,
1982,Male,87,0.25121,,,
1982,Male,88,0.27006,,,
1982,Male,89,0.28885,,,
1982,Male,90,0.30932,,,
1982,Male,91,0.32643,,,
1982,Male,92,0.34720,,,
1982,Male,93,0.36718,,,
1982,Male,94,0.38831,,,
1982,Male,95,0.40771,,,
1982,Male,96,0.42748,,,
1982,Male,97,0.44739,,,
1982,Male,98,0.46730,,,
1982,Male,99,0.49082,,,
1982,Male,100,0.54789,,,
1983,Male,0,0.13783,,,
1983,Male,1,0.04408,,,
1983,Male,2,0.02825,,,
1983,Male,3,0.01958,,,
1983,Male,4,0.01401,,,
1983,Male,5,0.01049,,,
1983,Male,6,0.00821,,,
1983,Male,7,0.00662,,,
1983,Male,8,0.00554,,,
1983,Male,9,0.00480,,,
1983,Male,10,0.00431,,,
1983,Male,11,0.00398,,,
1983,Male,12,0.00383,,,
1983,Male,13,0.00381,,,
1983,Male,14,0.00390,,,
1983,Male,15,0.00409,,,
1983,Male,16,0.00439,,,
1983,Male,17,0.00479,,,
1983,Male,18,0.00526,,,
1983,Male,19,0.00583,,,
1983,Male,20,0.00640,,,
1983,Male,21,0.00689,,,
1983,Male,22,0.00725,,,
1983,Male,23,0.00745,,,
1983,Male,24,0.00755,,,
1983,Male,25,0.00756,,,
1983,Male,26,0.00757,,,
1983,Male,27,0.00760,,,
1983,Male,28,0.00767,,,
1983,Male,29,0.00776,,,
1983,Male,30,0.00793,,,
1983,Male,31,0.00808,,,
1983,Male,32,0.00831,,,
1983,Male,33,0.00851,,,
1983,Male,34,0.00872,,,
1983,Male,35,0.00897,,,
1983,Male,36,0.00923,,,
1983,Male,37,0.00951,,,
1983,Male,38,0.00987,,,
1983,Male,39,0.01024,,,
1983,Male,40,0.01070,,,
1983,Male,41,0.01109,,,
1983,Male,42,0.01159,,,
1983,Male,43,0.01201,,,
1983,Male,44,0.01247,,,
1983,Male,45,0.01297,,,
1983,Male,46,0.01345,,,
1983,Male,47,0.01403,,,
1983,Male,48,0.01475,,,
1983,Male,49,0.01552,,,
1983,Male,50,0.01645,,,
1983,Male,51,0.01729,,,
1983,Male,52,0.01831,,,
1983,Male,53,0.01925,,,
1983,Male,54,0.02026,,,
1983,Male,55,0.02130,,,
1983,Male,56,0.02247,,,
1983,Male,57,0.02378,,,
1983,Male,58,0.02539,,,
1983,Male,59,0.02719,,,
1983,Male,60,0.02939,,,
1983,Male,61,0.03151,,,
1983,Male,62,0.03410,,,
1983,Male,63,0.03674,,,
1983,Male,64,0.03956,,,
1983,Male,65,0.04264,,,
1983,Male,66,0.04589,,,
1983,Male,67,0.04966,,,
1983,Male,68,0.05392,,,
1983,Male,69,0.05862,,,
1983,Male,70,0.06439,,,
1983,Male,71,0.06984,,,
1983,Male,72,0.07652,,,
1983,Male,73,0.08321,,,
1983,Male,74,0.09050,,,
1983,Male,75,0.09833,,,
1983,Male,76,0.10655,,,
1983,Male,77,0.11539,,,
1983,Male,78,0.12537,,,
1983,Male,79,0.13577,,,
1983,Male,80,0.14764,,,
1983,Male,81,0.15918,,,
1983,Male,82,0.17317,,,
1983,Male,83,0.18710,,,
1983,Male,84,0.20241,,,
1983,Male,85,0.21767,,,
1983,Male,86,0.23446,,,
1983,Male,87,0.25205,,,
1983,Male,88,0.27094,,,
1983,Male,89,0.28989,,,
1983,Male,90,0.31075,,,
1983,Male,91,0.32816,,,
1983,Male,92,0.34898,,,
1983,Male,93,0.36917,,,
1983,Male,94,0.39069,,,
1983,Male,95,0.41095,,,
1983,Male,96,0.43231,,,
1983,Male,97,0.45425,,,
1983,Male,98,0.47708,,,
1983,Male,99,0.50548,,,
1983,Male,100,0.55624,,,
1984,Male,0,0.13601,,,
1984,Male,1,0.04318,,,
1984,Male,2,0.02772,,,
1984,Male,3,0.01926,,,
1984,Male,4,0.01382,,,
1984,Male,5,0.01037,,,
1984,Male,6,0.00814,,,
1984,Male,7,0.00659,,,
1984,Male,8,0.00552,,,
1984,Male,9,0.00480,,,
1984,Male,10,0.00431,,,
1984,Male,11,0.00398,,,
1984,Male,12,0.00384,,,
1984,Male,13,0.00382,,,
1984,Male,14,0.00393,,,
1984,Male,15,0.00414,,,
1984,Male,16,0.00447,,,
1984,Male,17,0.00489,,,
1984,Male,18,0.00540,,,
1984,Male,19,0.00602,,,
1984,Male,20,0.00664,,,
1984,Male,21,0.00718,,,
1984,Male,22,0.00755,,,
1984,Male,23,0.00776,,,
1984,Male,24,0.00787,,,
1984,Male,25,0.00790,,,
1984,Male,26,0.00790,,,
1984,Male,27,0.00792,,,
1984,Male,28,0.00799,,,
1984,Male,29,0.00809,,,
1984,Male,30,0.00824,,,
1984,Male,31,0.00838,,,
1984,Male,32,0.00859,,,
1984,Male,33,0.00879,,,
1984,Male,34,0.00900,,,
1984,Male,35,0.00925,,,
1984,Male,36,0.00950,,,
1984,Male,37,0.00977,,,
1984,Male,38,0.01011,,,
1984,Male,39,0.01048,,,
1984,Male,40,0.01093,,,
1984,Male,41,0.01132,,,
1984,Male,42,0.01182,,,
1984,Male,43,0.01223,,,
1984,Male,44,0.01269,,,
1984,Male,45,0.01319,,,
1984,Male,46,0.01367,,,
1984,Male,47,0.01426,,,
1984,Male,48,0.01497,,,
1984,Male,49,0.01573,,,
1984,Male,50,0.01665,,,
1984,Male,51,0.01749,,,
1984,Male,52,0.01852,,,
1984,Male,53,0.01946,,,
1984,Male,54,0.02047,,,
1984,Male,55,0.02151,,,
1984,Male,56,0.02269,,,
1984,Male,57,0.02399,,,
1984,Male,58,0.02559,,,
1984,Male,59,0.02739,,,
1984,Male,60,0.02958,,,
1984,Male,61,0.03169,,,
1984,Male,62,0.03428,,,
1984,Male,63,0.03690,,,
1984,Male,64,0.03972,,,
1984,Male,65,0.04280,,,
1984,Male,66,0.04604,,,
1984,Male,67,0.04981,,,
1984,Male,68,0.05410,,,
1984,Male,69,0.05879,,,
1984,Male,70,0.06447,,,
1984,Male,71,0.06989,,,
1984,Male,72,0.07658,,,
1984,Male,73,0.08328,,,
1984,Male,74,0.09056,,,
1984,Male,75,0.09837,,,
1984,Male,76,0.10655,,,
1984,Male,77,0.11536,,,
1984,Male,78,0.12532,,,
1984,Male,79,0.13568,,,
1984,Male,80,0.14757,,,
1984,Male,81,0.15918,,,
1984,Male,82,0.17320,,,
1984,Male,83,0.18710,,,
1984,Male,84,0.20230,,,
1984,Male,85,0.21743,,,
1984,Male,86,0.23404,,,
1984,Male,87,0.25148,,,
1984,Male,88,0.27040,,,
1984,Male,89,0.28933,,,
1984,Male,90,0.31026,,,
1984,Male,91,0.32795,,,
1984,Male,92,0.34886,,,
1984,Male,93,0.36855,,,
1984,Male,94,0.38945,,,
1984,Male,95,0.40905,,,
1984,Male,96,0.42926,,,
1984,Male,97,0.45061,,,
1984,Male,98,0.47271,,,
1984,Male,99,0.49884,,,
1984,Male,100,0.55261,,,
1985,Male,0,0.13398,,,
1985,Male,1,0.04211,,,
1985,Male,2,0.02710,,,
1985,Male,3,0.01887,,,
1985,Male,4,0.01359,,,
1985,Male,5,0.01023,,,
1985,Male,6,0.00804,,,
1985,Male,7,0.00652,,,
1985,Male,8,0.00547,,,
1985,Male,9,0.00476,,,
1985,Male,10,0.00427,,,
1985,Male,11,0.00395,,,
1985,Male,12,0.00380,,,
1985,Male,13,0.00378,,,
1985,Male,14,0.00388,,,
1985,Male,15,0.00408,,,
1985,Male,16,0.00440,,,
1985,Male,17,0.00482,,,
1985,Male,18,0.00531,,,
1985,Male,19,0.00591,,,
1985,Male,20,0.00651,,,
1985,Male,21,0.00704,,,
1985,Male,22,0.00741,,,
1985,Male,23,0.00763,,,
1985,Male,24,0.00775,,,
1985,Male,25,0.00780,,,
1985,Male,26,0.00781,,,
1985,Male,27,0.00783,,,
1985,Male,28,0.00790,,,
1985,Male,29,0.00800,,,
1985,Male,30,0.00816,,,
1985,Male,31,0.00830,,,
1985,Male,32,0.00852,,,
1985,Male,33,0.00872,,,
1985,Male,34,0.00892,,,
1985,Male,35,0.00918,,,
1985,Male,36,0.00944,,,
1985,Male,37,0.00971,,,
1985,Male,38,0.01005,,,
1985,Male,39,0.01041,,,
1985,Male,40,0.01087,,,
1985,Male,41,0.01125,,,
1985,Male,42,0.01175,,,
1985,Male,43,0.01217,,,
1985,Male,44,0.01263,,,
1985,Male,45,0.01312,,,
1985,Male,46,0.01361,,,
1985,Male,47,0.01420,,,
1985,Male,48,0.01492,,,
1985,Male,49,0.01568,,,
1985,Male,50,0.01659,,,
1985,Male,51,0.01742,,,
1985,Male,52,0.01845,,,
1985,Male,53,0.01939,,,
1985,Male,54,0.02040,,,
1985,Male,55,0.02144,,,
1985,Male,56,0.02261,,,
1985,Male,57,0.02391,,,
1985,Male,58,0.02551,,,
1985,Male,59,0.02730,,,
1985,Male,60,0.02948,,,
1985,Male,61,0.03159,,,
1985,Male,62,0.03417,,,
1985,Male,63,0.03679,,,
1985,Male,64,0.03959,,,
1985,Male,65,0.04266,,,
1985,Male,66,0.04588,,,
1985,Male,67,0.04961,,,
1985,Male,68,0.05387,,,
1985,Male,69,0.05858,,,
1985,Male,70,0.06423,,,
1985,Male,71,0.06953,,,
1985,Male,72,0.07616,,,
1985,Male,73,0.08285,,,
1985,Male,74,0.09010,,,
1985,Male,75,0.09786,,,
1985,Male,76,0.10598,,,
1985,Male,77,0.11474,,,
1985,Male,78,0.12467,,,
1985,Male,79,0.13502,,,
1985,Male,80,0.14687,,,
1985,Male,81,0.15851,,,
1985,Male,82,0.17262,,,
1985,Male,83,0.18659,,,
1985,Male,84,0.20181,,,
1985,Male,85,0.21686,,,
1985,Male,86,0.23337,,,
1985,Male,87,0.25068,,,
1985,Male,88,0.26946,,,
1985,Male,89,0.28841,,,
1985,Male,90,0.30936,,,
1985,Male,91,0.32710,,,
1985,Male,92,0.34821,,,
1985,Male,93,0.36800,,,
1985,Male,94,0.38870,,,
1985,Male,95,0.40817,,,
1985,Male,96,0.42805,,,
1985,Male,97,0.44888,,,
1985,Male,98,0.47093,,,
1985,Male,99,0.49799,,,
1985,Male,100,0.55139,,,
1986,Male,0,0.13201,,,
1986,Male,1,0.04126,,,
1986,Male,2,0.02660,,,
1986,Male,3,0.01852,,,
1986,Male,4,0.01335,,,
1986,Male,5,0.01007,,,
1986,Male,6,0.00793,,,
1986,Male,7,0.00644,,,
1986,Male,8,0.00541,,,
1986,Male,9,0.00471,,,
1986,Male,10,0.00424,,,
1986,Male,11,0.00391,,,
1986,Male,12,0.00376,,,
1986,Male,13,0.00374,,,
1986,Male,14,0.00384,,,
1986,Male,15,0.00405,,,
1986,Male,16,0.00437,,,
1986,Male,17,0.00479,,,
1986,Male,18,0.00528,,,
1986,Male,19,0.00588,,,
1986,Male,20,0.00649,,,
1986,Male,21,0.00701,,,
1986,Male,22,0.00739,,,
1986,Male,23,0.00762,,,
1986,Male,24,0.00775,,,
1986,Male,25,0.00781,,,
1986,Male,26,0.00784,,,
1986,Male,27,0.00787,,,
1986,Male,28,0.00793,,,
1986,Male,29,0.00803,,,
1986,Male,30,0.00819,,,
1986,Male,31,0.00834,,,
1986,Male,32,0.00855,,,
1986,Male,33,0.00875,,,
1986,Male,34,0.00895,,,
1986,Male,35,0.00920,,,
1986,Male,36,0.00946,,,
1986,Male,37,0.00974,,,
1986,Male,38,0.01008,,,
1986,Male,39,0.01043,,,
1986,Male,40,0.01088,,,
1986,Male,41,0.01126,,,
1986,Male,42,0.01175,,,
1986,Male,43,0.01216,,,
1986,Male,44,0.01262,,,
1986,Male,45,0.01312,,,
1986,Male,46,0.01360,,,
1986,Male,47,0.01420,,,
1986,Male,48,0.01492,,,
1986,Male,49,0.01569,,,
1986,Male,50,0.01661,,,
1986,Male,51,0.01743,,,
1986,Male,52,0.01845,,,
1986,Male,53,0.01940,,,
1986,Male,54,0.02040,,,
1986,Male,55,0.02145,,,
1986,Male,56,0.02262,,,
1986,Male,57,0.02391,,,
1986,Male,58,0.02551,,,
1986,Male,59,0.02730,,,
1986,Male,60,0.02948,,,
1986,Male,61,0.03158,,,
1986,Male,62,0.03415,,,
1986,Male,63,0.03677,,,
1986,Male,64,0.03957,,,
1986,Male,65,0.04263,,,
1986,Male,66,0.04583,,,
1986,Male,67,0.04954,,,
1986,Male,68,0.05378,,,
1986,Male,69,0.05847,,,
1986,Male,70,0.06415,,,
1986,Male,71,0.06944,,,
1986,Male,72,0.07596,,,
1986,Male,73,0.08260,,,
1986,Male,74,0.08985,,,
1986,Male,75,0.09760,,,
1986,Male,76,0.10571,,,
1986,Male,77,0.11445,,,
1986,Male,78,0.12436,,,
1986,Male,79,0.13470,,,
1986,Male,80,0.14656,,,
1986,Male,81,0.15819,,,
1986,Male,82,0.17231,,,
1986,Male,83,0.18630,,,
1986,Male,84,0.20150,,,
1986,Male,85,0.21647,,,
1986,Male,86,0.23282,,,
1986,Male,87,0.24999,,,
1986,Male,88,0.26868,,,
1986,Male,89,0.28755,,,
1986,Male,90,0.30856,,,
1986,Male,91,0.32630,,,
1986,Male,92,0.34748,,,
1986,Male,93,0.36746,,,
1986,Male,94,0.38812,,,
1986,Male,95,0.40742,,,
1986,Male,96,0.42725,,,
1986,Male,97,0.44703,,,
1986,Male,98,0.46692,,,
1986,Male,99,0.49174,,,
1986,Male,100,0.54604,,,
1987,Male,0,0.12613,,,
1987,Male,1,0.03831,,,
1987,Male,2,0.02539,,,
1987,Male,3,0.01779,,,
1987,Male,4,0.01279,,,
1987,Male,5,0.00962,,,
1987,Male,6,0.00759,,,
1987,Male,7,0.00616,,,
1987,Male,8,0.00520,,,
1987,Male,9,0.00454,,,
1987,Male,10,0.00411,,,
1987,Male,11,0.00383,,,
1987,Male,12,0.00372,,,
1987,Male,13,0.00373,,,
1987,Male,14,0.00386,,,
1987,Male,15,0.00409,,,
1987,Male,16,0.00443,,,
1987,Male,17,0.00485,,,
1987,Male,18,0.00534,,,
1987,Male,19,0.00593,,,
1987,Male,20,0.00653,,,
1987,Male,21,0.00705,,,
1987,Male,22,0.00743,,,
1987,Male,23,0.00767,,,
1987,Male,24,0.00781,,,
1987,Male,25,0.00789,,,
1987,Male,26,0.00794,,,
1987,Male,27,0.00800,,,
1987,Male,28,0.00807,,,
1987,Male,29,0.00817,,,
1987,Male,30,0.00833,,,
1987,Male,31,0.00847,,,
1987,Male,32,0.00868,,,
1987,Male,33,0.00887,,,
1987,Male,34,0.00907,,,
1987,Male,35,0.00931,,,
1987,Male,36,0.00955,,,
1987,Male,37,0.00984,,,
1987,Male,38,0.01018,,,
1987,Male,39,0.01052,,,
1987,Male,40,0.01094,,,
1987,Male,41,0.01129,,,
1987,Male,42,0.01176,,,
1987,Male,43,0.01216,,,
1987,Male,44,0.01260,,,
1987,Male,45,0.01308,,,
1987,Male,46,0.01355,,,
1987,Male,47,0.01413,,,
1987,Male,48,0.01483,,,
1987,Male,49,0.01559,,,
1987,Male,50,0.01649,,,
1987,Male,51,0.01730,,,
1987,Male,52,0.01829,,,
1987,Male,53,0.01920,,,
1987,Male,54,0.02018,,,
1987,Male,55,0.02120,,,
1987,Male,56,0.02234,,,
1987,Male,57,0.02361,,,
1987,Male,58,0.02518,,,
1987,Male,59,0.02693,,,
1987,Male,60,0.02908,,,
1987,Male,61,0.03114,,,
1987,Male,62,0.03368,,,
1987,Male,63,0.03625,,,
1987,Male,64,0.03900,,,
1987,Male,65,0.04200,,,
1987,Male,66,0.04514,,,
1987,Male,67,0.04877,,,
1987,Male,68,0.05293,,,
1987,Male,69,0.05753,,,
1987,Male,70,0.06312,,,
1987,Male,71,0.06837,,,
1987,Male,72,0.07479,,,
1987,Male,73,0.08122,,,
1987,Male,74,0.08830,,,
1987,Male,75,0.09595,,,
1987,Male,76,0.10398,,,
1987,Male,77,0.11268,,,
1987,Male,78,0.12258,,,
1987,Male,79,0.13289,,,
1987,Male,80,0.14472,,,
1987,Male,81,0.15636,,,
1987,Male,82,0.17047,,,
1987,Male,83,0.18449,,,
1987,Male,84,0.19976,,,
1987,Male,85,0.21484,,,
1987,Male,86,0.23126,,,
1987,Male,87,0.24836,,,
1987,Male,88,0.26699,,,
1987,Male,89,0.28590,,,
1987,Male,90,0.30694,,,
1987,Male,91,0.32497,,,
1987,Male,92,0.34635,,,
1987,Male,93,0.36681,,,
1987,Male,94,0.38820,,,
1987,Male,95,0.40795,,,
1987,Male,96,0.42779,,,
1987,Male,97,0.44824,,,
1987,Male,98,0.46856,,,
1987,Male,99,0.49287,,,
1987,Male,100,0.54502,,,
1988,Male,0,0.12891,,,
1988,Male,1,0.03983,,,
1988,Male,2,0.02589,,,
1988,Male,3,0.01811,,,
1988,Male,4,0.01305,,,
1988,Male,5,0.00981,,,
1988,Male,6,0.00771,,,
1988,Male,7,0.00625,,,
1988,Male,8,0.00525,,,
1988,Male,9,0.00457,,,
1988,Male,10,0.00411,,,
1988,Male,11,0.00381,,,
1988,Male,12,0.00368,,,
1988,Male,13,0.00367,,,
1988,Male,14,0.00377,,,
1988,Male,15,0.00396,,,
1988,Male,16,0.00426,,,
1988,Male,17,0.00466,,,
1988,Male,18,0.00512,,,
1988,Male,19,0.00566,,,
1988,Male,20,0.00622,,,
1988,Male,21,0.00670,,,
1988,Male,22,0.00707,,,
1988,Male,23,0.00730,,,
1988,Male,24,0.00744,,,
1988,Male,25,0.00752,,,
1988,Male,26,0.00757,,,
1988,Male,27,0.00763,,,
1988,Male,28,0.00773,,,
1988,Male,29,0.00786,,,
1988,Male,30,0.00804,,,
1988,Male,31,0.00820,,,
1988,Male,32,0.00843,,,
1988,Male,33,0.00865,,,
1988,Male,34,0.00886,,,
1988,Male,35,0.00911,,,
1988,Male,36,0.00937,,,
1988,Male,37,0.00966,,,
1988,Male,38,0.01001,,,
1988,Male,39,0.01037,,,
1988,Male,40,0.01082,,,
1988,Male,41,0.01120,,,
1988,Male,42,0.01169,,,
1988,Male,43,0.01210,,,
1988,Male,44,0.01256,,,
1988,Male,45,0.01306,,,
1988,Male,46,0.01355,,,
1988,Male,47,0.01415,,,
1988,Male,48,0.01488,,,
1988,Male,49,0.01567,,,
1988,Male,50,0.01661,,,
1988,Male,51,0.01745,,,
1988,Male,52,0.01848,,,
1988,Male,53,0.01941,,,
1988,Male,54,0.02042,,,
1988,Male,55,0.02146,,,
1988,Male,56,0.02263,,,
1988,Male,57,0.02393,,,
1988,Male,58,0.02554,,,
1988,Male,59,0.02733,,,
1988,Male,60,0.02954,,,
1988,Male,61,0.03165,,,
1988,Male,62,0.03423,,,
1988,Male,63,0.03685,,,
1988,Male,64,0.03964,,,
